VPC ID,Structure,SMILES,Mol Weight,IC50_eGFP,PSA IC50 (uM),% Growth@50uM (MTS),% Peptide Displacement@50uM (FP),% AR Inhibition@50/25uM (eGFP),% AR Inhibition@3uM (eGFP),CV_eGFP (50uM),CV_eGFP (3uM),CV_FP,Half Life,,U-shaper,
13018,,O(C)c1cc(/C=N/c2[nH]c3c(n2)cccc3)c(O)cc1,267.29,,,110.00,3.20,0.00,,0,,1,,,,
13019,,O=C([O-])c1cc(Nc2ncnc3c2oc2c3cccc2)ccc1,304.29,,,95.70,8.60,0.00,,2,,3,,,,
13020,,N(=C/c1cc2OCOc2cc1)\c1n(C)c2c([n+H]1)cccc2,280.31,,,109.70,8.10,0.00,,0,,3,,,,
13021,,Brc1ccc(/C=N/Nc2nc(C)cc(C)n2)cc1,305.18,,,78.10,7.60,0.00,,0,,4,,,,
13022,,Clc1cc(-n2c(N)c(-c3cc(OC)c(OC)cc3)cn2)ccc1,329.78,,,63.90,2.70,58.70,,3,,3,,,,
13023,,Clc1c(/C=C(\C#N)/c2[nH]c3c(n2)cccc3)cc(OC)c(OC)c1,339.78,,,118.10,0.00,3.60,,3,,0,,,,
13024,,Brc1cc2c(Nc3ccc(C(=O)OC)cc3)ncnc2cc1,358.20,,,115.60,6.50,8.50,,3,,3,,,,
13025,,Clc1c(C)ccc(-c2oc(CNc3[nH]ncn3)cc2)c1,288.74,,,122.30,4.30,22.30,,4,,1,,,,
13026,,Brc1ccc(-c2[nH]nc3nc(-c4ccccc4)cc(C(=O)[O-])c23)cc1,393.22,,,126.90,2.20,0.00,,0,,3,,,,
13027,,O=C(N)[N-]/N=C/1\C(c2[nH]c3c(n2)cccc3)=Cc2c(O\1)cccc2,318.32,,,118.20,0.00,0.00,,0,,0,,,,
13028,,O(C)c1cc(/C=C/2\C(=O)N/C(=N\c3ccccc3)/S\2)ccc1,310.37,,,94.10,0.00,5.30,,3,,0,,,,
13029,,Oc1ccc(Cn2c(-c3ccc(O)cc3)nc3c2cccc3)cc1,316.36,3.20,,97.00,0.50,90.30,,1,,3,,,,
13030,,O(C)c1ccc(N=Nc2c(O)c3c([nH]2)ccc(C)c3)cc1,281.32,,,123.40,0.00,0.00,,0,,0,,,,
13031,,O(C)c1c(OC)ccc(-c2c(C)nn3C(c4ccccc4)=CC(C)=Nc23)c1,359.43,,,125.30,7.10,0.00,,0,,4,,,,
13032,,Clc1cc2-n3c(C(Nc4ccc(C(=O)[O-])cc4)=[N+H]c2cc1)nnc3,339.74,,,112.20,0.00,0.00,,0,,0,,,,
13033,,C(C)N1c2n(-c3c1cccc3)cc(-c1cc3OCOc3cc1)n2,305.34,,,85.30,12.00,9.50,,3,,3,,,,
13034,,Clc1c(-c2nc3n[nH]c(-c4ccccc4)c3c(C(=O)[O-])c2)cccc1,348.77,,,119.70,3.30,0.00,,0,,2,,,,
13035,,O=C([O-])c1c2c(-c3ccc(C)cc3)[nH]nc2nc(-c2c(OC)cccc2)c1,358.38,,,114.40,1.60,0.00,,0,,4,,,,
13036,,c1(-c2n[nH]c3c2cccc3)[nH]c2c(n1)cccc2,234.26,1.60,,77.40,0.00,91.30,,0,,0,,,,
13037,,O=C1N(c2[nH]c3c(n2)cccc3)N=Cc2c1cccc2,262.27,,,121.10,5.50,0.00,,0,,2,,,,
13038,,Brc1cnc2nc(-c3ccc(OCC(=O)[O-])cc3)[nH]c2c1,347.15,,,117.60,0.00,0.00,,0,,0,,,,
13039,,O=C(N1c2n(c3c(n2)cccc3)CC1)c1cc2OCOc2cc1,307.31,,,107.90,0.50,0.00,,0,,4,,,,
13040,,Fc1cc(F)cc(C(=O)N2c3n(c4c(n3)cccc4)CC2)c1,299.28,,,105.70,0.00,0.00,,0,,0,,,,
13041,,ClC1=Cn2c(nc(-c3cc(OC)c(OC)cc3)c2)C=C1,288.73,,,101.30,6.00,0.00,,1,,3,,,,
13042,,Clc1ccc(C(=O)N=Nc2[nH]c(N)c3c2cccc3)cc1,298.73,,,99.90,2.20,0.00,,0,,3,,,,
13043,,O=C(N/N=C(\C)/c1occc1)c1c(C)n2c(n1)C=CC=C2,282.30,,,87.80,6.00,0.00,,0,,2,,,,
13044,,BrC1=Cn2c(nc(-c3ccc(OC)cc3)c2)C=C1,303.16,,,80.40,0.00,0.00,,0,,3,,,,
13045,,O(C)c1c(OC)ccc(N/N=C\2/C(=[N+H2])N(c3ccc(C)cc3)N=C/2C)c1,352.42,1.20,,59.60,9.80,88.00,,1,,3,,,0,
13046,,Clc1c(C(=O)Nc2[nH]c3c(n2)cccc3)sc2c1ccc(F)c2,345.78,,,90.70,0.00,0.00,,0,,0,,,,
13047,,O=C([O-])c1ccc(-c2oc(-c3cc(C)ccc3)nn2)cc1,279.28,,,100.30,0.00,0.00,,0,,0,,,,
13048,,O=C(Nc1[nH]c2c(n1)cccc2)[C@H](Oc1ccccc1)C,281.32,,,94.30,0.00,25.70,,4,,0,,,,
13049,,FC(F)(F)C=1C(=O)N(Cc2nc(N)c3c(n2)cccc3)C=CC=1,320.28,,,123.60,0.00,31.60,,2,,0,,,,
13050,,BrC1=Cn2c(nc(-c3c4c([nH]c3)cccc4)c2)C=C1,312.17,9.70,,101.30,0.00,88.40,,0,,0,,,,
13051,,O=C([O-])c1cc2[nH]c(-c3nn(-c4ccccc4)nc3)nc2cc1,304.29,,,147.90,0.00,30.90,,1,,0,,,,
13052,,N(c1ncnc2c1cccc2)c1cc2OCOc2cc1,265.27,,,148.50,8.20,56.10,,2,,1,,,,
13053,,O=C(n1nc(N)c2c1cccc2)c1ccc(OC)cc1,267.29,,,127.50,0.00,70.40,,5,,0,,,,
13054,,Clc1c(-c2n(CC(=O)[O-])c3c(n2)cccc3)cccc1,285.71,,,147.60,10.40,31.10,,6,,1,,,,
13055,,Clc1cc(-c2nnn-3c2N=C([O-])c2c-3cccc2)ccc1,295.71,,,131.00,0.00,34.40,,2,,0,,,,
13056,,Cl[C@H](C(=O)NN1C(=O)c2c(n(-c3ccccc3)nc2)N=C1)C,317.73,,,124.50,4.90,27.80,,1,,0,,,,
13057,,O=C(N1c2c(cccc2)CC1)c1c(C)n(-c2nc([O-])cc(C)n2)nc1,334.36,,,143.30,1.10,42.90,,4,,2,,,,
13058,,O=C(N/N=C/1\C(=O)N(CC)c2c\1cccc2)c1cnccc1,294.31,,,122.60,0.60,15.60,,5,,2,,,,
13059,,O=C1N(CC)c2c(C1=NN=Cc1cn(C)nc1)cccc2,281.32,,,113.80,0.00,16.90,,3,,3,,,,
13060,,O=C1NC(N/N=C/c2cn(C(C)(C)C)nc2)=NC(C)=C1,274.33,,,119.30,3.50,13.80,,3,,2,,,,
13061,,O=C1N(CC)c2c(C1=NN=CC1=CC=CC3OCOC13)cccc2,323.35,,,117.70,0.60,22.70,,3,,2,,,,
13062,,Brc1oc(C(=O)Nc2[nH]c3c(n2)cccc3)c(C)c1,320.15,,,117.70,1.20,44.50,,3,,1,,,,
13063,,Fc1c(F)cc2nc(-c3cc(OC)c(OC)cc3)[nH]c2c1,290.27,,,75.90,0.00,59.00,,3,,0,,,,
13064,,Clc1cc2nc(n(C)c2cc1)-c1cc(OC)ccc1,272.73,,,101.60,0.00,58.40,,2,,0,,,,
13065,,Clc1cc2nc(n(C)c2cc1)-c1ccc(OCC#N)cc1,297.74,,,109.60,0.00,33.10,,1,,0,,,,
13066,,O(C)c1c(O)ccc(-c2n(C)c3c(n2)cc(C)cc3)c1,268.32,,,104.10,0.00,51.90,,3,,0,,,,
13067,,Fc1c(F)ccc(-c2n(C)c3c(n2)cc(C)cc3)c1,258.27,,,99.50,0.00,52.00,,3,,0,,,,
13068,,[N+H2](C1Nc2c(N1)cccc2)C1Nc2c(N1)cccc2,254.32,,,107.40,,34.90,,1,,,,,,
13069,,Clc1c(Cl)ccc(NC[N+H2]C2Nc3c(N2)cccc3)c1,310.20,,,111.20,,26.70,,1,,,,,,
13070,,[N+H2](CNc1ccccc1)C1Nc2c(N1)cccc2,241.32,,,103.20,,21.70,,4,,,,,,
13071,,Clc1cc(NC[N+H2]C2Nc3c(N2)cccc3)ccc1,275.76,,,100.70,,18.00,,2,,,,,,
13072,,Oc1cc(NC[N+H2]C2Nc3c(N2)cccc3)ccc1,257.32,,,97.00,,21.90,,3,,,,,,
13073,,O(C)c1cc(NC[N+H2]C2Nc3c(N2)cccc3)ccc1,271.34,,,93.10,,22.50,,,,,,,,
13074,,O=C(C)c1ccc(/N=C/2\c3c(-c4c\2cccc4)cccc3)cc1,297.36,,,,4.70,,,,,1,,,,
13075,,O(C)c1c(OC)ccc(Nc2ncnc3n(-c4cc(C)ccc4)ncc23)c1,361.41,,,,1.00,,,,,4,,,,
13076,,O(C)c1c(OC)ccc(N/C=C/2\C(=O)N(c3ccccc3)N=C\2C)c1,337.38,,,,3.70,,,,,3,,,,
13077,,C(C)c1nn2c(n1)-c1c(n(-c3cc(C)c(C)cc3)nc1)N=C2,292.35,,,,7.90,,,,,3,,,,
13078,,Clc1cc(NC(=O)c2n[nH]c(-c3c4c(ccc3)cccc4)c2)ccc1,347.80,,,,0.00,,,,,0,,,,
13079,,O=C(OC)CNc1c(-c2ccccc2)nc2n1C=CC=C2,281.32,,,,1.60,,,,,1,,,,
13080,,O=C(NCCc1nc[nH]c1)c1n(C)c2c(c1C)cc(CC)cc2,310.40,,,,6.80,,,,,3,,,,
13081,,Clc1ccc(N=Nc2c3c([nH]c2)cccc3)cc1,255.71,,,,19.90,,,,,2,,,,
13082,,O=C(N1c2c(cccc2)CC1)c1nn(C)c2-c3c(cc(OC)c(OC)c3)Cc12,375.43,,,,1.00,,,,,2,,,,
13083,,Fc1cc2c([nH]c3C(=O)N(Cc4cc(OC)cc(OC)c4)C=Nc23)cc1,353.35,,,,0.00,,,,,0,,,,
13084,,Clc1c(-c2oc(CNc3nn[n-]n3)cc2)cc(Cl)cc1,309.13,,,,0.00,,,,,1,,,,
13085,,Clc1c(F)ccc(NC(=O)c2n(C)c3N=C4N(C(=O)c3c2)C=CC=C4)c1,370.77,,,125.20,0.00,12.40,,1,,0,,,,
13086,,Clc1c(C(=O)N/N=C/c2c(O)c(O)ccc2)ccc(Cl)c1,325.15,,,109.80,0.00,25.50,,2,,0,,,,
13087,,Clc1c(Cl)ccc(-n2ncc3-c4n(nc(C)n4)C=Nc23)c1,319.15,,,103.00,0.00,70.90,,2,,0,,,,
13088,,Oc1ccc(/C=N/N(C)c2ccccc2)cc1,226.28,2.00,0.98,106.60,4.40,114.20,,1,,1,,,,
13089,,O=C(NCCc1nc[nH]c1)c1n(C)c2c(c1C)cc(CC)cc2,310.40,,,121.00,0.00,38.00,,2,,0,,,,
13090,,O(C)c1ccc(-c2c(C)c3n(C(NC(C)C)=CC(C)=N3)n2)cc1,310.40,,,96.20,1.00,75.60,,3,,1,,,,
13091,,Oc1c(Nc2nc(NCC)c3c(n2)cccc3)cccc1,280.33,,,107.20,0.00,66.70,,4,,0,,,,
13092,,O=C([O-])c1c(O)ccc(Nc2[nH]c3c(n2)cccc3)c1,268.25,,,108.00,7.50,18.10,,1,,2,,,,
13093,,O=C(N/N=C/c1c(O)c(O)ccc1)c1ccc(O)cc1,272.26,,,122.40,0.00,35.70,,1,,0,,,,
13094,,Clc1c(C(=O)N/N=C/c2c(O)c(O)c(O)cc2)ccc(Cl)c1,341.14,,,124.40,12.60,,,,,2,,,,
13095,,O=C(Nc1[nH]c2c(n1)cccc2)Cc1ccccc1,251.29,,,97.00,2.20,8.50,,6,,2,,,,
13096,,O=C(Nc1[nH]c2c(n1)cccc2)Cc1cc(C)c(C)cc1,279.34,,,81.00,0.00,6.70,,4,,0,,,,
13097,,O=C(Nc1[nH]c2c(n1)cccc2)Cc1c2c(ccc1)cccc2,301.35,,,101.20,0.00,31.60,,5,,0,,,,
13098,,Clc1ccc(CC(=O)Nc2[nH]c3c(n2)cccc3)cc1,285.73,,,114.80,5.40,9.50,,1,,1,,,,
13099,,Fc1ccc(CC(=O)Nc2[nH]c3c(n2)cccc3)cc1,269.28,,,97.60,0.00,5.80,,5,,0,,,,
13100,,Clc1cc(NC(=O)Nc2[nH]c3c(n2)cccc3)ccc1,286.72,,,113.10,0.00,36.70,,5,,0,,,,
13101,,Clc1c(Cl)ccc(NC(=O)Nc2[nH]c3c(n2)cccc3)c1,321.16,,,41.60,0.50,103.60,,2,,2,,,,
13102,,Fc1c(NC(=O)Nc2[nH]c3c(n2)cccc3)cccc1,270.27,,,94.40,0.00,20.80,,5,,2,,,,
13103,,Fc1c(NC(=O)Nc2[nH]c3c(n2)cccc3)cc(F)cc1,288.26,,,,6.00,,,,,2,,,,
13104,,N(c1[nH]c2c(n1)cccc2)c1ccc(N)cc1,224.27,,,,0.00,,,,,0,,,,
13105,,O=C(N)/C(/C#N)=C/Nc1c(C(=O)[O-])cccc1,230.20,,,109.50,0.00,,40.53,,5.37,,,,,
13106,,Brc1c(-c2nn3c(n2)-c2c(N=C3)cccc2)n[nH]c1,315.13,4.70,,82.50,0.00,,108.61,,8.92,,,,,
13107,,Clc1cnc2[nH]c(-c3ccc(OC)cc3)nc2c1,259.69,,,105.20,0.00,,16.33,,1.84,,,,,
13108,,Clc1ccc(N2C(=O)/C(=C\c3cc(O)ccc3)/C(C)=N2)cc1,312.75,,,101.80,0.00,,25.91,,1.60,,,,,
13109,,Oc1ccc(N=Nc2c(-c3ccccc3)non2)cc1,266.26,11.90,,68.90,10.70,,103.31,,3.02,3,,,,
13110,,O(C)c1c(/N=C/2\C(=O)N(C)c3c\2cccc3)ccc(OC)c1,296.33,,,103.80,0.00,,6.83,,5.13,,,,,
13111,,Clc1cnc2[nH]c(-c3c4c([nH]c3)cccc4)nc2c1,268.70,,,100.70,0.00,,65.84,,15.03,,,,,
13112,,O=C(Nc1c2c(ccc1)cccc2)Nc1cc(O)c(C(=O)[O-])cc1,321.31,,,84.10,0.00,,30.79,,6.09,,,,,
13113,,Clc1ccc(CCNc2[n+H]c3c([nH]2)cccc3)cc1,272.76,,,110.80,0.70,,1.32,,2.45,1,,,,
13114,,O(CCc1[nH]c2c(n1)cccc2)c1ccccc1,238.29,,,113.80,1.10,,4.77,,1.39,3,,,,
13115,,O=C(Nc1[nH]c2c(n1)cccc2)Cc1ccc(C)cc1,265.32,,,112.20,0.00,,1.86,,1.48,0,,,,
13116,,Brc1ccc(CC(=O)Nc2[nH]c3c(n2)cccc3)cc1,330.19,,,115.70,0.00,,0.12,,2.54,0,,,,
13117,,N(Cc1ccccc1)c1[nH]c2ncnc(N)c2n1,240.27,,,121.00,0.00,,-6.20,,3.34,0,,,,
13118,,S(Cc1ccccc1)c1[nH]c2ncnc(N)c2n1,257.32,,,116.00,0.00,,-5.93,,4.22,0,,,,
13119,,N(Cc1ccccc1)c1ncnc2[nH]cnc12,225.26,,,112.40,0.00,,-3.24,,4.09,0,,,,
13120,,C(=C/c1ccccc1)\c1[nH]c2c(n1)cccc2,220.28,,,97.50,0.00,,-9.44,,0.72,0,,,,
13121,,Cc1cc2nc(-c3[nH]c4c(n3)cc(C)cc4)[nH]c2cc1,262.32,,,104.00,0.40,,1.46,,1.67,2,,,,
13122,,FC(F)(F)c1ccc(NCc2[nH]c3c(n2)cccc3)cc1,291.28,,,107.50,0.00,,24.35,,2.20,0,,,,
13123,,FC(F)(F)c1ccc(NCc2[nH]c3c(n2)cccc3)cc1,291.28,,,98.90,19.00,,15.99,,0.26,2,,,,
13124,,c1(-c2[nH]c3c(n2)cccc3)[nH]c2c(n1)cccc2,234.26,,,119.10,1.90,,11.07,,3.33,2,,,,
13125,,N(c1[nH]c2c(n1)cccc2)c1nc(C)ccn1,225.26,,,118.60,,,0.21,,1.71,,,,,
13126,,C(=C/c1[nH]c2c(n1)cccc2)\c1[nH]c2c(n1)cccc2,260.30,,,99.80,,,44.20,,0.40,,,,,
13127,,c1(-c2c3c([nH]c2)cccc3)[nH]c2c(c1)cccc2,232.29,0.60,0.14,104.80,2.60,,109.86,,0.28,0,,,0,
13128,,N(=Nc1[nH]c2c(n1)cccc2)c1[nH]c2c(n1)cccc2,262.28,,,108.60,5.50,,21.03,,1.47,1,,,,
13129,,N(=Nc1ccccc1)c1n[nH]c2c1cccc2,222.25,,,110.00,11.10,,8.32,,2.78,1,,,,
13130,,N(Cc1[nH]c2c(n1)cccc2)c1ccccc1,223.28,,,107.40,-0.40,,11.89,,2.43,1,,,,
13131,,N(c1[nH]c2c(n1)cc(C)cc2)c1nc(C)cc(C)n1,253.31,,,92.50,1.50,,19.51,,1.54,0,,,,
13132,,Clc1nc(Nc2[nH]c3c(n2)cccc3)nc(C)c1,259.70,,,112.00,2.40,,24.31,,3.11,1,,,,
13133,,O=C(N/N=C/1\C(=O)Nc2c\1cccc2)Cc1ccccc1,279.30,4.20,4.18,101.00,-1.90,,71.97,,1.13,0,,,,
13134,,C(c1[nH]c2c(n1)cccc2)c1[nH]c2c(n1)cccc2,248.29,,,101.00,-0.90,,10.49,,2.08,1,,,,
13135,,Brc1c(O)ccc(-c2n(CC)c3c(n2)cccc3)c1,317.19,,,101.10,,,34.26,,0.94,,,,,
13136,,O(CCn1c(-c2ccc(O)cc2)nc2c1cccc2)C,268.32,,,93.00,,,3.97,,3.05,,,,,
13137,,O(C)c1c(OC)ccc(Nc2[nH]c3c(n2)cccc3)c1,269.30,,,97.40,-2.30,,6.87,,3.75,0,,,,
13138,,Brc1ccc(Nc2[nH]c3c(n2)cccc3)cc1,288.15,,,90.40,-8.80,,26.93,,2.74,0,,,,
13139,,O=C(OC)c1cc(Nc2[nH]c3c(n2)cccc3)ccc1,267.29,,,103.80,-5.80,,10.13,,3.07,0,,,,
13140,,Oc1cc(Nc2[nH]c3c(n2)cccc3)ccc1,225.25,,,81.90,78.60,,0.53,,0.54,2,,,,
13141,,Clc1ccc(Nc2[nH]c3c(n2)cccc3)cc1,243.69,,,90.20,-3.60,,28.06,,0.88,1,,,,
13142,,Oc1ccc(Nc2[nH]c3c(n2)cccc3)cc1,225.25,,,87.90,-1.50,,10.72,,3.32,1,,,,
13143,,Clc1cc(Nc2[nH]c3c(n2)cccc3)ccc1,243.69,3.20,,77.40,-6.20,,83.53,,1.61,0,,,,
13144,,Fc1cc(Nc2[nH]c3c(n2)cccc3)ccc1,227.24,,,108.90,-3.40,,37.42,,2.12,2,,,,
13145,,Clc1c(F)ccc(Nc2[nH]c3c(n2)cccc3)c1,261.68,1.70,2.45,97.40,-7.00,,101.76,,0.26,1,,,0,
13146,,O(C)c1ccc(Nc2[nH]c3c(n2)cccc3)cc1,239.28,,,107.30,1.70,,26.11,,1.62,1,,,,
13147,,N(c1[nH]c2c(n1)cccc2)c1ccccc1,209.25,,,109.90,-0.20,,33.71,,0.85,1,,,,
13148,,N(c1[nH]c2c(n1)cccc2)c1ccc(C)cc1,223.28,,,93.70,-2.30,,17.86,,2.04,1,,,,
13149,,O(C)c1cc(Nc2[nH]c3c(n2)cccc3)ccc1,239.28,,,,-2.60,,,,,1,,,,
13150,,Brc1c(O)ccc(-c2n(CC)c3c(n2)cccc3)c1,317.19,,,,,,63.05,,1.50,,,,,
13151,,O(CCn1c(-c2ccc(O)cc2)nc2c1cccc2)C,268.32,,,,,,41.77,,3.00,,,,,
13152,,Fc1c(F)cc2nc(-c3ccc(OC)cc3)[nH]c2c1,260.24,4.40,3.05,,,,89.13,,1.70,,,,,
13153,,Fc1c(F)cc2nc(-c3ccc(C(=O)[O-])cc3)[nH]c2c1,273.22,,,,,,46.00,,,,,,,
13154,,N(CCc1ccccc1)c1[nH]c2c(n1)cccc2,237.31,,,,,,68.03,,1.64,,,,,
13155,,O=C(N/N=C/c1cc(OC)c(O)c(OC)c1)c1oc2c(c3c(cc2)cccc3)c1,390.40,,,,,,68.76,,1.72,,,,,
13156,,Brc1cc(/C=N/NC(=O)c2c(O)cc3c(c2)cccc3)c(O)cc1,385.22,,,,,,2.22,,1.01,,,,,
13157,,Clc1c(Nc2[nH]c3c(n2)cccc3)cccc1,243.69,,,,,,103.30,,0.87,,,,,
13158,,O=C(Nc1ccc(-n2c3c(nc2)cccc3)cc1)c1c(C)cco1,317.35,4.10,,,,,67.37,,0.93,,,,,
13159,,Clc1cc2nc(Nc3ccccc3)[nH]c2cc1,243.69,,,,,,44.76,,2.04,,,,,
13160,,N(c1[nH]c2c(n1)cccc2)c1ccc(N)cc1,224.27,,,,,,34.02,,1.62,,,,,
13161,,N(c1[nH]c2c(n1)cccc2)c1c(N)cccc1,224.27,,,,,,30.03,,2.61,,,,,
13162,,Clc1c(-c2oc(CNc3[nH]ncn3)cc2)cc(Cl)cc1,309.15,,,,,,50.29,,3.60,,,,,
13163,,c1(C2Nc3c(cccc3)C2)c2c([nH]c1)cccc2,234.30,0.30,0.30,,,,,,,,,,,
13163,,c1(C2Nc3c(cccc3)C2)c2c([nH]c1)cccc2,234.30,0.30,0.30,,,,,,,,,,0,
13163,,c1(C2Nc3c(cccc3)C2)c2c([nH]c1)cccc2,234.30,0.30,0.30,,,,,,,,,,0,
13164,,CN1C(c2c3c([nH]c2)cccc3)Cc2c1cccc2,248.33,0.50,0.43,,,,,,,,,,0,
13165,,C(c1c(C)c2c([nH]1)cccc2)(c1c(C)c2c([nH]1)cccc2)c1c(C)c2c([nH]1)cccc2,403.53,,,,,,-18.30,,1.86,,,,,
13166,,Cn1c(-c2c3c(n(C)c2)cccc3)cc2c1cccc2,260.34,1.70,2.12,,,,,,,,,,0,
13167,,O/N=C\1/C(c2c3c([nH]c2)cccc3)=Nc2c/1cccc2,261.28,1.90,1.25,,,,,,,,,,0,
13168,,C(Cc1c2c([nH]c1)cccc2)c1c(C)[nH]c2c1cccc2,274.37,,,,,,-10.40,,5.50,,,,,
13169,,Cc1c(-c2ccccc2)c2c([nH]1)cccc2,207.28,,,,,,31.09,,2.51,,,,,
13170,,C(c1c(C)[nH]c2c1cccc2)(c1c(C)[nH]c2c1cccc2)c1ccccc1,350.47,,,,,,40.29,,4.05,,,,,
13171,,Cc1c(C2=CC(c3c(C)[nH]c4c3cccc4)CCC2)c2c([nH]1)cccc2,340.47,,,,,,21.73,,2.56,,,,,
13172,,c1(-c2c3c([nH]c2)cccc3)c2c([nH]c1)cccc2,232.29,8.00,,,,,,,,,,,,
13173,,Nc1ccc(C(c2c(C)[nH]c3c2cccc3)c2c(C)[nH]c3c2cccc3)cc1,365.48,,,,,,-20.63,,3.79,,,,,
13174,,O=C(Nc1cc2ncn(-c3ccccc3)c2cc1)c1occc1,303.32,,,,,,-27.12,,3.18,,,,,
13175,,O(C)c1ccc(/C=N/Nc2ccccc2)cc1,226.28,,,,,,-16.08,,2.83,,,,,
13176,,Clc1c(C)ccc(Nc2[nH]c3c(n2)cccc3)c1,257.72,,,,,,36.30,,1.75,,,,,
13177,,N(c1[nH]c2c(n1)cccc2)c1cc2c(cc1)cccc2,259.31,,,,,,16.69,,5.04,,,,,
13178,,N(c1[nH]c2c(n1)cccc2)c1ccc(C(C)C)cc1,251.33,,,,,,9.14,,4.63,,,,,
13179,,Clc1ccc(Nc2[nH]c3c(n2)cc(C)cc3)cc1,257.72,,,,,,13.24,,7.25,,,,,
13180,,N(c1[nH]c2c(n1)cccc2)c1ccc(CC)cc1,237.31,,,,,,10.24,,3.69,,,,,
13181,,N(c1[nH]c2c(n1)cccc2)c1cc(C)c(C)cc1,237.31,,,,,,22.47,,3.79,,,,,
13182,,Clc1cc(Nc2[nH]c3c(n2)cc(C)cc3)ccc1,257.72,,,,,,21.74,,4.89,,,,,
13183,,Fc1ccc(Nc2[nH]c3c(n2)cccc3)cc1,227.24,,,,,,17.92,,1.60,,,,,
13184,,N(c1[nH]c2c(n1)cccc2)c1cc(C)cc(C)c1,237.31,,,,,,28.77,,5.76,,,,,
13185,,N(c1[nH]c2c(n1)cccc2)c1cc(C)ccc1,223.28,,,,,,25.73,,3.43,,,,,
13186,,Clc1c(Cl)ccc(Nc2[nH]c3c(n2)cccc3)c1,278.14,5.00,,,,,81.96,,2.68,,,,,
13187,,Fc1cc2sc(-n3nc(C)c4c3cccc4)nc2cc1,283.32,,,,,,31.46,,2.68,,,,,
13188,,Clc1cc2sc(N3N=CC4C3CCCC4)nc2cc1,291.80,,,,,,22.00,,4.89,,,,,
13189,,Fc1cc2sc(N3N=CC4C3CCCC4)nc2cc1,275.35,,,,,,38.32,,2.11,,,,,
13190,,O(C)c1ccc(/C=N/N(C)c2ccccc2)cc1,240.31,,,,,,45.26,,3.24,,,,,
13191,,O(C)c1c(O)cc(/C=N/N(C)c2ccccc2)cc1,256.31,,,,,,36.46,,4.69,,,,,
13192,,O(C)c1c(O)ccc(/C=N/N(C)c2ccccc2)c1,256.31,,,,,,61.33,,2.78,,,,,
13193,,O(C)c1c(OC)ccc(/C=N/N(C)c2ccccc2)c1,270.33,,,,,,68.10,,2.24,,,,,
13194,,O(C)c1cc(/C=N/N(C)c2ccccc2)ccc1,240.31,,,,,,64.17,,2.26,,,,,
13195,,O(C)c1c(OC)cc(/C=N/N(C)c2ccccc2)cc1OC,300.36,,,,,,7.45,,5.64,,,,,
13196,,Oc1ccc(/C=N/Nc2ccccc2)cc1,212.25,,,,,,14.69,,0.87,,,,,
13197,,O(C)c1c(/C=N/N(C)c2ccccc2)ccc(OC)c1,270.33,,,,,,21.01,,1.28,,,,,
13198,,N(\N(C)c1ccccc1)=C/c1ccccc1,210.28,3.40,4.22,,,,75.72,,0.61,,,,,
13199,,Oc1cc(/C=N/N(C)c2ccccc2)ccc1,226.28,,,,,,-50.47,,0.34,,,,,
13200,,Oc1ccc(/C=N/Nc2cc(C)ccc2)cc1,226.28,,,,,,13.96,,7.70,,,,,
13201,,C(Cc1ccncc1)n1c2c(nc1)cccc2,223.28,,,,,,17.41,,0.41,,,,,
13202,,C(Cc1ccncc1)c1c2c(n(C)c1)cccc2,236.32,2.50,3.33,,,,72.99,,0.78,,,,,
13203,,Cc1c(C2Nc3c(cccc3)C2)c2c([nH]1)cccc2,248.33,,,,,,24.12,,0.80,,,,,
13204,,Cn1c2c(c(C3N(C)c4c(cccc4)C3)c1)cccc2,262.36,,,,,,53.99,,1.34,,,,,
13205,,C(\c1c2c([nH]c1)cccc2)=C\1/c2c(cccc2)C=C/1,243.31,,,,,,7.91,,3.00,,,,,
13206,,O=Nn1c(-c2c3c(n(N=O)c2)cccc3)cc2c1cccc2,290.28,1.80,2.34,,,,72.03,,3.32,,,,,
13207,,Clc1c(C(=O)c2c(C)[nH]c3c2cccc3)ccc(Cl)c1,304.17,,,,,,45.44,,3.91,,,,,
13208,,Brc1c(Cl)cc(/N=C/c2c3c([nH]c2)cccc3)cc1,333.61,,,,,,26.36,,2.10,,,,,
13209,,O(C)c1cc(N=Nc2c3c(n(C)c2)cccc3)ccc1,265.32,,,,,,25.89,,2.46,,,,,
13210,,O=C1/C(=C/2\C(=O)c3c(S\2)cccc3)/c2c(N1)cccc2,279.31,,,,,,16.48,,0.93,,,,,
13211,,Cn1c2c(c(-c3[nH]c4c(n3)cccc4)c1)cccc2,247.30,,,,,,35.83,,1.80,,,,,
13212,,O=C1C2C=NN(c3[nH]c4c(n3)cccc4)C2C[C@@H](C)C1,268.32,,,,,,22.09,,2.93,,,,,
13213,,O=C1c2c(C)nn(-c3[nH]c4c(n3)cccc4)c2C[C@H](C)C1,280.33,,,,,,7.56,,2.03,,,,,
13214,,O=C1N(c2[nH]c3c(n2)cccc3)c2c(N1)cccc2,250.26,2.20,,,,,77.49,,0.21,,,,0,
13215,,Clc1c(Cl)ccc(N/N=C\2/c3c(cccc3)CC/2)c1,291.18,2.00,,,,,84.73,,0.75,,,,0,
13216,,CC=1c2n(cc(-c3c4c([nH]c3)cccc4)n2)C=CC=1,247.30,2.80,2.33,,,,94.68,,0.36,,,,,
