VPC ID,Structure,SMILES,Mol Weight,IC50_eGFP,PSA IC50 (uM),% Growth@50uM (MTS),% Peptide Displacement@50uM (FP),% AR Inhibition@50/25uM (eGFP),% AR Inhibition@3uM (eGFP),CV_eGFP (50uM),CV_eGFP (3uM),CV_FP,Half Life,,U-shaper,
13217,,c1(C2=CNC3C2C=CC=C3)nc2n(c1)C=CC=C2,235.29,,,,,,68.59,,1.28,,,,,
13218,,Fc1ccc(/N=C/c2sc(O)c3c2cccc3)cc1,271.31,,,,,,41.88,,0.63,,,,,
13219,,O=C1N2N=C(N3c4c(cccc4)CC3)SC2=NC(C)=C1,284.34,,,,,,33.13,,1.94,,,,,
13220,,N1(c2oc3c(n2)cccc3)c2c(cccc2)CC1,236.27,2.00,0.87,,,,101.04,,0.81,,,,,
13221,,c1(-c2c3c([nH]c2)cccc3)[nH]c2c(n1)cccc2,233.27,,,,,,16.83,,1.32,,,,,
13222,,S(Cc1c(C)cccc1)c1c(C)[nH]c2c1cccc2,267.39,1.00,0.74,,,,101.05,,0.41,,,,0,
13223,,S(Cc1ccc(C)cc1)c1c(C)[nH]c2c1cccc2,267.39,,,,,,56.92,,1.18,,,,,
13224,,S(Cc1c(F)cccc1)c1c(C)[nH]c2c1cccc2,271.35,5.00,,,,,72.87,,1.26,,,,,
13225,,N(=Nc1c2c([nH]c1)cccc2)c1c(C)cc(C)cc1,249.32,0.70,0.90,,,,102.47,,0.21,,,,0,
13226,,Clc1cc(N=Nc2c3c([nH]c2)cccc3)ccc1,255.71,0.10,0.13,,,,95.11,,1.05,,,,1,
13227,,Cc1c(-c2[nH]c3c(n2)cccc3)c2c([nH]1)cccc2,247.30,,,,,,-3.44,,2.82,,,,,
13228,,c1(-c2c3c([nH]c2)cccc3)nc2SC=Cn2c1,239.30,,,,,,39.47,,2.55,,,,,
13229,,O=C1/C(=C\2/C(=O)Nc3c/2cccc3)/SC=2N1CCCN=2,285.32,,,,,,6.28,,2.36,,,,,
13230,,CC1=C(C)n2c(S1)nc(-c1c3c([nH]c1)cccc3)c2,267.35,,,,,,18.81,,3.33,,,,,
13231,,Fc1c(F)cc2nc(-c3cc(OC)ccc3)[nH]c2c1,260.24,,,,,,43.02,,6.88,,,,,
13232,,Clc1c(OCCCn2c3c(c(C#N)c2)cccc3)cccc1,310.78,,,,,,71.94,,7.08,,,,,
13233,,O=C1/C(=C\2/Cc3c(cccc3)C/2)/c2c(cccc2)C1,246.31,,,,,,-4.00,,0.73,,,,,
13234,,Cc1nc2c(c(-c3[nH]c4c(n3)cccc4)c1)cccc2,259.31,,,,,,2.49,,2.00,,,,,
13235,,C(=C/c1ccccc1)\c1c2c([nH]c1)cccc2,219.29,2.20,1.01,,,,112.58,,0.10,,,,0,
13236,,N(c1sc2c(n1)-c1c(cccc1)C2)c1ccccc1,264.35,,,,,,46.28,,0.26,,,,,
13237,,[C@H]1(c2c3c(ccc2)cccc3)Oc2c(N1)cccc2,247.30,,,,,,-25.74,,1.58,,,,,
13238,,Clc1cc2N[C@@H](c3c4c(ccc3)cccc4)Oc2cc1,281.74,,,,,,-16.20,,1.46,,,,,
13239,,N1(c2ccccc2)N=C2[C@H](C1)CCc1c2cccc1,248.33,1.90,1.82,,,,93.97,,0.72,,,,,
13240,,O(C)c1ccc(/C=N/N(c2ccccc2)c2ccccc2)cc1,302.38,,,,,,-3.54,,1.12,,,,,
13241,,Oc1cc(/C=N/N(c2ccccc2)c2ccccc2)ccc1,288.35,,,,,,9.66,,2.53,,,,,
13242,,O(CC)c1ccc(/C=N/N(c2ccccc2)c2ccccc2)cc1,316.40,,,,,,1.96,,1.48,,,,,
13243,,S=C(N1CCOCC1)c1c2c([nH]c1)cccc2,246.33,3.90,,,,,87.13,,0.72,,,,,
13244,,S=C(N1CCCC1)c1c2c([nH]c1)cccc2,230.33,,,,,,58.50,,1.73,,,,,
13245,,S=C(N1CCCCC1)c1c2c([nH]c1)cccc2,244.36,1.70,1.69,,,,108.06,,0.59,,,,,
13246,,O=C(N(Cc1oc(C)cc1)C)c1c2c([nH]c1)cccc2,268.32,,,,,,27.86,,1.72,,,,,
13247,,Fc1cc(NC(=O)c2n[nH]c3c2cccc3)c(C)cc1,269.28,0.90,0.43,,,,118.93,,0.37,,,,0,
13250,,C(=C\c1c2c([nH]c1)cccc2)(\c1ccccc1)/c1ccccc1,295.39,4.70,,,,,,,,,,,,
13254,,Clc1ccc(N=Nc2c3c([nH]c2)cccc3)cc1,255.71,1.20,,,,,,,,,,,,
13255,,Clc1c(N=Nc2c3c([nH]c2)cccc3)cccc1,255.71,0.50,0.46,,,,,,,,,,0,
13256,,N(=Nc1ccccc1)c1c2c([nH]c1)cccc2,221.26,0.40,0.13,,,,,,,,,,0,
13257,,N(=Nc1ccc(C)cc1)c1c2c([nH]c1)cccc2,235.29,4.20,,,,,,,,,,,,
13258,,N(=Nc1c2c([nH]c1)cccc2)c1c(-c2ccccc2)cccc1,297.36,6.80,,,,,,,,,,,,
13259,,FC(F)(F)c1c(N=Nc2c3c([nH]c2)cccc3)cccc1,289.26,0.30,0.25,,,,,,,,,,0,
13260,,Cc1c2c(N(c3oc4c(n3)cccc4)CC2)ccc1,250.30,2.70,,,,,84.14,,0.92,,,,,
13261,,C[C@H]1N(c2oc3c(n2)cccc3)c2c(cccc2)C1,250.30,2.10,,,,,80.22,,1.57,,,,,
13262,,C(=C/c1cc[n+](CC)cc1)\c1c2c([nH]c1)cccc2,249.34,,,,,,46.94,,2.09,,,,,
13263,,O=C(N1CCCC1)c1c(C)[nH]c2c1cccc2,228.30,,,,,,12.53,,0.99,,,,,
13264,,S([C@H](C(=O)c1c(C)[nH]c2c1cccc2)C)c1ncnc2sccc12,353.46,,,,,,45.64,,1.54,,,,,
13265,,O=C(N(Cc1occc1)C)c1c(C)[nH]c2c1cccc2,268.32,,,,,,7.53,,1.60,,,,,
13266,,O=C(N(Cc1c(OC)cc(OC)cc1)C)c1c2c([nH]c1)cccc2,324.38,,,,,,28.20,,2.62,,,,,
13267,,O=C(N(C)C)c1c2c([nH]c1)cccc2,188.23,,,,,,17.53,,1.86,,,,,
13268,,O=C(N(Cc1cc2OCCOc2cc1)C)c1c2c([nH]c1)cccc2,322.36,,,,,,19.31,,1.80,,,,,
13269,,O=C(N1CCN(c2sccc2)CC1)c1c(C)[nH]c2c1cccc2,325.43,,,,,,14.85,,4.22,,,,,
13270,,S([C@@H](C(=O)c1c2c([nH]c1)cccc2)c1ccccc1)c1sc(C)nn1,365.47,,,,,,10.84,,,,,,,
13271,,Fc1c(CN(C(=O)c2c3c([nH]c2)cccc3)C)cccc1,282.32,,,,,,35.44,,2.31,,,,,
13272,,Fc1cc(CN(C(=O)c2c3c([nH]c2)cccc3)C)ccc1,282.32,,,,,,25.93,,0.89,,,,,
13273,,O=C(N1CCCCC1)c1c(C)[nH]c2c1cccc2,242.32,,,,,,-5.61,,1.20,,,,,
13274,,Sc1n(CCOc2c(F)cccc2)c2c(n1)cccc2,288.34,3.30,2.78,,,,92.80,,0.47,,,,,
13275,,S=C1N(c2c(C)cc(C)cc2)c2c(N1)cccc2,254.35,,,,,,50.98,,1.63,,,,,
13276,,S=C1N(Cc2ccccc2)c2c(N1)cc(C(F)(F)F)cc2,308.32,0.70,0.50,,,,110.98,,0.29,,,,0,
13277,,Clc1cc2NC(=S)N(C3CCCCC3)c2cc1,266.79,,,,,,47.77,,0.98,,,,,
13278,,Clc1cc2NC(=S)N(Cc3ccccc3)c2cc1,274.77,1.60,1.55,,,,97.28,,1.22,,,,0,
13279,,Fc1ccc(C[C@H]2OCC[N+H](Cc3c4c([nH]c3)cccc4)C2)cc1,325.41,,,,,,50.95,,2.55,,,,,
13280,,Sc1n(CCOc2ccccc2)c2c(n1)cccc2,270.35,1.50,1.44,,,,93.26,,1.26,,,,,
13281,,Sc1n(CCOc2c(C(C)C)cc(C)cc2)c2c(n1)cccc2,326.46,2.10,2.34,,,,86.60,,0.87,,,,,
13282,,Sc1n(C2CCCCC2)c2c(n1)cccc2,232.35,,,,,,38.80,,1.64,,,,,
13283,,S=C1N(CCC(C)C)c2c(N1)cccc2,220.33,,,,,,69.73,,2.64,,,,,
13284,,S=C1N(Cc2cc3c(cc2)cccc3)c2c(N1)cccc2,290.38,1.10,1.49,,,,105.99,,0.70,,,,0,
13285,,S=C1N(Cc2ccc(C)cc2)c2c(N1)cccc2,254.35,,,,,,64.57,,2.25,,,,,
13286,,S=C1N(Cc2ccc(F)cc2)c2c(N1)cccc2,258.31,2.30,1.84,,,,80.51,,2.00,,,,,
13287,,S=C1N(Cc2c3c(ccc2)cccc3)c2c(N1)cccc2,290.38,0.80,1.08,,,,105.91,,0.30,,,,0,
13288,,S=C1N(CCOc2cc(C)ccc2)c2c(N1)cccc2,284.38,1.90,1.64,,,,89.70,,1.33,,,,,
13289,,Clc1ccc(CN2C(=S)Nc3c2cccc3)cc1,274.77,0.90,1.03,,,,102.14,,1.21,,,,0,
13290,,S=C1N(Cc2ccc(OC)cc2)c2c(N1)cccc2,270.35,,,,,,53.09,,0.13,,,,,
13291,,S=C1N(Cc2ccccc2)c2c(N1)cccc2,240.32,,,,,,64.54,,2.09,,,,,
13292,,S=C1N(Cc2c(C)cccc2)c2c(N1)cccc2,254.35,1.20,1.91,,,,93.55,,0.37,,,,0,
13293,,Clc1c(CN2C(=S)Nc3c2cc(C)c(C)c3)cccc1,302.82,0.10,0.14,,,,121.11,,0.20,,,,0,
13294,,Clc1c(CN2C(=S)Nc3c2cccc3)ccc(Cl)c1,309.21,0.60,2.13,,,,109.77,,0.54,,,,0,
13295,,Clc1cc2NC(=S)N(Cc3ccccc3)c2cc1,274.77,1.90,1.25,,,,89.23,,0.70,,,,0,
13296,,S=C1N(CCc2ccccc2)c2c(N1)cccc2,254.35,,,,,,65.83,,0.37,,,,,
13297,,S=C1N(c2ccccc2)c2c(N1)cccc2,226.30,,,,,,44.17,,1.96,,,,,
13298,,S(=O)(=O)(N1C(=S)Nc2c1cccc2)c1ccc(C)cc1,304.38,1.60,1.38,,,,95.43,,0.23,,,,,
13299,,N(=C/c1c2c([nH]c1)cccc2)\c1ccc(C)cc1,234.30,8.20,,,,,,,,,,,,
13300,,O(C)c1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,250.30,9.30,6.76,,,,,,,,,,,
13303,,FC(F)(F)c1cc(/N=C/c2c3c([nH]c2)cccc3)ccc1,288.27,4.50,,,,,,,,,,,,
13304,,Clc1cc(Cl)cc(/N=C/c2c3c([nH]c2)cccc3)c1,289.16,7.30,4.54,,,,,,,,,,,
13308,,N(=C/c1c2c([nH]c1)cccc2)\c1cc2c(cc1)cccc2,270.34,3.60,,,,,,,,,,,,
13309,,Brc1c(/N=C/c2c3c([nH]c2)cccc3)ccc(Br)c1,378.07,27.20,,,,,,,,,,,,
13310,,N(=C/c1c2c([nH]c1)cccc2)\c1cc(C)c(C)cc1,248.33,10.30,,,,,,,,,,,,
13312,,Clc1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,254.72,200.00,,,,,,,,,,,,
13315,,O=C(N1CCOCC1)c1c(C)[nH]c2c1cccc2,244.29,,,,,,10.95,,2.29,,,,,
13316,,O=C(N1CCN(C(=O)C2CC2)CC1)c1c(C)[nH]c2c1cccc2,311.39,,,,,,7.65,,0.83,,,,,
13317,,O=C(N(Cc1cc(C#N)ccc1)C)c1c(C)[nH]c2c1cccc2,303.37,,,,,,21.32,,2.19,,,,,
13318,,N(=C/c1c2c([nH]c1)cccc2)\c1ccccc1,220.28,,,,,,19.28,,1.27,,,,,
13319,,N(=C/c1c2c([nH]c1)cccc2)\c1ccc(C(C)C)cc1,262.36,,,,,,17.40,,1.97,,,,,
13320,,O(C)c1cc(/N=C/c2c3c([nH]c2)cccc3)ccc1,250.30,,,,,,14.66,,0.67,,,,,
13321,,Clc1c(Cl)ccc(/N=C/c2c3c([nH]c2)cccc3)c1,289.16,,,,,,24.86,,1.12,,,,,
13322,,Brc1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,299.17,,,,,,14.03,,1.22,,,,,
13323,,O=C(N(C)c1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1)C,291.35,,,,,,22.88,,1.51,,,,,
13324,,N(=C/c1c(C)[nH]c2c1cccc2)\c1cc(C)cc(C)c1,262.36,,,,,,19.26,,2.15,,,,,
13325,,N(=C/c1c2c([nH]c1)cccc2)\c1c(C)ccc(C)c1,248.33,,,,,,18.80,,3.64,,,,,
13326,,N(=C/c1c2c([nH]c1)cccc2)\c1ccc(N(CC)CC)cc1,291.40,,,,,,15.67,,2.76,,,,,
13327,,N(=C/c1c2c([nH]c1)cccc2)\c1c(C)cc(C)cc1,248.33,,,,,,15.98,,1.73,,,,,
13328,,Ic1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,346.17,,,,,,14.22,,2.35,,,,,
13329,,N(=C/c1c2c([nH]c1)cccc2)\c1cc(C)cc(C)c1,248.33,,,,,,13.50,,2.19,,,,,
13330,,Clc1c(/N=C/c2c3c([nH]c2)cccc3)cccc1,254.72,,,,,,20.71,,2.78,,,,,
13331,,Oc1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,236.27,,,,,,17.63,,2.75,,,,,
13332,,Ic1c(C)ccc(/N=C/c2c3c([nH]c2)cccc3)c1,360.20,,,,,,27.30,,3.59,,,,,
13333,,Fc1c(C)ccc(/N=C/c2c3c([nH]c2)cccc3)c1,252.29,,,,,,23.34,,2.43,,,,,
13334,,Oc1cc(/N=C/c2c3c([nH]c2)cccc3)ccc1,236.27,,,,,,8.44,,1.91,,,,,
13335,,N#Cc1cc(/N=C/c2c3c([nH]c2)cccc3)ccc1,245.29,,,,,,15.39,,2.14,,,,,
13336,,O=C(N)c1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,263.30,,,,,,17.60,,3.36,,,,,
13337,,Oc1c(/N=C/c2c3c([nH]c2)cccc3)ccc(C)c1,250.30,,,,,,20.55,,3.83,,,,,
13338,,N(=C/c1c2c([nH]c1)cccc2)\c1ccc(Nc2ccccc2)cc1,311.39,,,,,,18.47,,2.17,,,,,
13339,,O=C(Nc1ccc(NC(=O)c2c3c([nH]c2)cccc3)cc1)C,293.33,,,,,,11.66,,2.80,,,,,
13340,,O=C(Nc1ccc(C(=O)N)cc1)c1c2c([nH]c1)cccc2,279.30,,,,,,9.89,,0.79,,,,,
13341,,O=C(Nc1c2c(nccc2)ccc1)c1c2c([nH]c1)cccc2,287.32,,,,,,18.29,,1.26,,,,,
13342,,N(=C/c1c2c([nH]c1)cccc2)\N1CCOCC1,229.28,,,,,,42.19,,1.63,,,,,
13343,,N(=C/c1c2c([nH]c1)cccc2)\c1c(C)cccc1,234.30,,,,,,15.55,,1.97,,,,,
13344,,O=C(N(C)c1ccccc1)c1c2c([nH]c1)cccc2,250.30,15.30,,,,,50.00,,1.88,,,,,
13345,,Clc1c(/N=C/c2c3c([nH]c2)cccc3)c(Cl)ccc1,289.16,13.90,,,,,88.57,,1.60,,,,,
13346,,Clc1ccc(C(=O)Nc2c3c([nH]c2)cccc3)cc1,270.72,,,,,,22.72,,2.90,,,,,
13347,,O=C(Nc1cc2c([nH]cc2)cc1)c1c2c([nH]c1)cccc2,275.31,,,,,,98.08,,1.27,,,,,
13348,,Clc1c(Oc2cc3c(cc2)cccc3)cc2NC(=S)Nc2c1,326.80,18.10,,,,,98.90,,0.96,,,,,
13349,,N(=C/c1c2c([nH]c1)cccc2)\c1ccc(N(C)C)cc1,263.34,500.00,,,,,,,,,,,,
13350,,Clc1c(CN2C(=O)Nc3c2cccc3)ccc(Cl)c1,293.15,1.00,0.63,,,,109.07,,1.01,,,,0,
13351,,Clc1c(CN2C(=O)Nc3c2cccc3)cccc1,258.71,1.70,,,,,93.95,,1.56,,,,0,
13352,,O=C1N(Cc2ccc(C)cc2)c2c(N1)cccc2,238.29,,,,,,47.84,,1.49,,,,,
13353,,O=C1N(Cc2ccccc2)c2c(N1)cccc2,224.26,,,,,,62.60,,2.60,,,,,
13354,,O=C1N(CCC2CCCCC2)c2c(N1)cccc2,244.34,10.80,1.60,,,,80.53,,1.75,,,,,
13355,,O=C1N(Cc2c(C)cccc2)c2c(N1)cccc2,238.29,0.80,0.55,,,,94.55,,3.05,,,,0,
13356,,Fc1ccc(CN2C(=O)Nc3c2cccc3)cc1,242.25,2.80,,,,,73.88,,2.22,,,,,
13357,,N(=C/c1c2c([nH]c1)cccc2)\c1cc(C)cc(C)c1,248.33,,,,,,7.60,,3.60,,,,,
13358,,Clc1c(C[C@H]2C(=O)Nc3c(C)cccc23)cccc1,271.74,,,,,,-25.40,,1.54,,,,,
13359,,O=C1N([C@@H](C)c2ccccc2)c2c(N1)cccc2,238.29,,,,,,2.80,,0.98,,,,,
13360,,Clc1c(C[C@H]2C(=O)Nc3c(CC)cccc23)cccc1,285.77,,,,,,-18.87,,0.97,,,,,
13361,,S=C1N(CCc2ccccc2)c2c(N1)cc(C(F)(F)F)cc2,322.35,,,,,,59.53,,0.57,,,,,
13362,,S(=O)(=O)(N1C(=S)Nc2c1ccc(C)c2)c1ccc(C)cc1,318.41,,,,,,-9.46,,1.39,,,,,
13363,,Fc1ccc(CN2C(=O)Nc3c2cccc3)cc1,242.25,,,,,,75.68,,,,,,,
13364,,O=C(Nc1ccc(O)cc1)c1c2c([nH]c1)cccc2,252.27,,,,,,5.31,,,,,,,
13365,,O=C(Nc1ccc(C#N)cc1)c1c2c([nH]c1)cccc2,261.28,,,,,,8.32,,,,,,,
13366,,O=C(Nc1ccc(N(C)C)cc1)c1c2c([nH]c1)cccc2,279.34,,,,,,4.63,,,,,,,
13367,,O=C(Nc1c(N)cccc1)c1c2c([nH]c1)cccc2,251.29,,,,,,6.97,,,,,,,
13368,,O=C(Nc1c(C)cccc1C)c1c2c([nH]c1)cccc2,264.33,,,,,,3.91,,,,,,,
13369,,O=C(Nc1ccc(N)cc1)c1c2c([nH]c1)cccc2,251.29,,,,,,3.41,,,,,,,
13370,,O=C(Nc1cc(C(=O)N)ccc1)c1c2c([nH]c1)cccc2,279.30,,,,,,-6.57,,,,,,,
13371,,O=C(Nc1c(C(=O)N)cccc1)c1c2c([nH]c1)cccc2,279.30,,,,,,19.16,,,,,,,
13372,,O=C(Nc1ccc(C(=O)C)cc1)c1c2c([nH]c1)cccc2,278.31,,,,,,12.22,,,,,,,
13373,,O=C(Nc1cc(C(C)C)ccc1)c1c2c([nH]c1)cccc2,278.36,,,,,,10.62,,,,,,,
13374,,O=C(Nc1c(C#N)cccc1)c1c2c([nH]c1)cccc2,261.28,,,,,,24.12,,,,,,,
13375,,N(=Nc1ccccc1)c1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,324.39,,,,,,17.99,,,,,,,
13376,,S=C1N(/N=C/c2ccccc2)c2c(N1)cccc2,253.32,,,,,,45.88,,,,,,,
13378,,O=C(Nc1ccc(CCO)cc1)c1c2c([nH]c1)cccc2,280.33,,,,,,-16.55,,,,,,,
13379,,O=C(Nc1ccccc1)c1c2c([nH]c1)cc(N)cc2,251.29,,,,,,-20.10,,,,,,,
13380,,O=C(Nc1c(C)cc(C)cc1)c1c2c([nH]c1)cccc2,264.33,,,,,,-22.02,,,,,,,
13381,,O=C(N(C)c1cc(C)ccc1)c1c2c([nH]c1)cccc2,264.33,,,,,,-7.68,,,,,,,
13382,,O=C(Nc1ccc(C)cc1)c1c2c([nH]c1)ccc(N)c2,265.32,,,,,,-24.39,,,,,,,
13383,,O=C(Nc1cc(C)ccc1)c1c2c([nH]c1)ccc(N)c2,265.32,,,,,,-22.82,,,,,,,
13384,,O=C(Nc1cc(C)c(C)cc1)c1c2c([nH]c1)ccc(N)c2,279.34,,,,,,-26.45,,,,,,,
13385,,O=C(Nc1c(C)cc(C)cc1C)c1c2c([nH]c1)cccc2,278.36,,,,,,-35.29,,,,,,,
13386,,O=C(Nc1cc(C)ccc1)c1c2c([nH]c1)cc(N)cc2,265.32,,,,,,-23.32,,,,,,,
13387,,O=C(Nc1ccc(C)cc1)c1c2c([nH]c1)cc(N)cc2,265.32,,,,,,-24.79,,,,,,,
13388,,O=C(N(C)c1cc(C)cc(C)c1)c1c2c([nH]c1)cccc2,278.36,,,,,,-18.32,,,,,,,
13389,,O=C(Nc1ccc(C(C)C)cc1)c1c2c([nH]c1)cccc2,278.36,,,,,,-27.40,,,,,,,
13390,,O=C(Nc1ccc(CC#N)cc1)c1c2c([nH]c1)cccc2,275.31,,,,,,-27.74,,,,,,,
13391,,Fc1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1,238.27,40.00,,,,,23.19,,,,,,,
13392,,O(c1ccc(/N=C/c2c3c([nH]c2)cccc3)cc1)c1ccccc1,312.37,10.00,,,,,35.24,,,,,,,
13393,,O=C(Nc1c(C)cccc1)c1c2c([nH]c1)ccc(N)c2,265.32,,,,,,33.04,,,,,,,
13397,,N(=C/c1c2c([nH]c1)cccc2)\N1CCCCC1,227.31,1.80,,,,,73.87,,26.12,,,,,
13398,,FC(F)(F)c1c(N/N=C\2/C(=O)Nc3c/2cccc3)cccc1,305.26,,,,,,97.65,,2.34,,,,,
13399,,FC(F)(F)c1c(N/N=C/2\c3c(cccc3)CC\2)cccc1,290.29,1.10,,,,,96.76,,3.23,,,,0,
13400,,Clc1c([C@H](Nc2c3c(ncc2)cc(Cl)cc3)C)cccc1,317.21,16.30,,,,,76.65,,23.35,,,,,
13401,,Clc1cc2nccc(NCc3ccccc3)c2cc1,268.74,,,,,,49.46,,50.53,,,,,
13402,,O=C(N1c2c(cccc2)CC1)c1c2c(n(C)c1)cccc2,276.34,,,,,,42.11,,57.88,,,,,
13403,,O=C(N)c1c(OCc2c3ncccc3ccc2)cccc1,278.31,4.10,3.93,,,,87.42,,12.57,,,,,
13404,,Clc1c(C(=O)Nn2c3c(nc2)cccc3)ccc(F)c1,289.69,,,,,,29.27,,70.72,,,,,
13405,,Cn1c(-c2c3c([nH]c2)cccc3)cc2c1cccc2,246.31,2.70,2.96,,,,91.94,,8.05,,,,,
13406,,FC(F)(F)[C@@H]1CN(C(=O)Cc2c3c([nH]c2)cccc3)CCC1,310.32,,,,,,41.11,,58.88,,,,,
13407,,Clc1cc(C(=O)C)c(OCc2c3ncccc3cc(F)c2)cc1,329.76,,,,,,53.07,,46.92,,,,,
13408,,O=C(Cc1c2c([nH]c1)cccc2)N1CCSCC1,260.36,,,,,,39.11,,60.88,,,,,
13409,,O=C(Nc1c(C(=O)N)ccs1)c1c2c([nH]c1)cccc2,285.32,,,,,,41.18,,58.81,,,,,
13410,,S(Cc1ccc(F)cc1)c1c(C)[nH]c2c1cccc2,271.35,1.20,2.03,,,,82.30,,17.69,,,,0,
13411,,S(Cc1c(F)cccc1)c1c(C)[nH]c2c1cccc2,271.35,2.40,2.40,,,,74.49,,25.50,,,,,
13412,,S(Cc1c(C)cccc1)c1c(C)[nH]c2c1cccc2,267.39,0.90,1.23,,,,100.93,,-0.93,,,,0,
13413,,S(Cc1ccc(C)cc1)c1c(C)[nH]c2c1cccc2,267.39,,,,,,61.18,,38.81,,,,,
13414,,S(Cc1c(C)ccc(C)c1)c1c(C)[nH]c2c1cccc2,281.42,2.90,2.70,,,,76.55,,23.44,,,,,
13415,,FC(F)(F)c1c(Nc2n(C)c3c(n2)cccc3)cccc1,291.28,,,,,,17.53,,82.46,,,,,
13416,,S(Cc1ccccc1)c1c(C)[nH]c2c1cccc2,253.36,2.70,2.32,,,,74.24,,25.75,,,,,
13417,,O=C1N(CCc2ccccc2)c2c(S1)cccc2,255.34,10.00,,,,,71.69,,1.46,,,,,
13418,,N(Cc1c2c([nH]c1)cccc2)c1c(C)ccc(C)c1,250.35,,,,,,38.84,,1.85,,,,,
13419,,Clc1c(C(=O)Nc2noc3c2cccc3)cccc1,272.69,,,,,,43.32,,2.65,,,,,
13420,,O=C1c2c(C)nc(N3[C@@H](C)Cc4c3cccc4)nc2C[C@H](C)C1,307.40,,,,,,81.76,,1.05,,,,,
13421,,O=C1c2c(C)nc(N3c4c(cccc4)CC3)nc2CC(C)(C)C1,307.40,,,,,,59.17,,2.40,,,,,
13422,,N(=Nc1ccc(C)cc1)c1c2c([nH]c1)cccc2,235.29,3.00,,,,,50.80,,1.45,,,,,
13423,,N(=Nc1c2c([nH]c1)cccc2)c1c(C)cc(C)cc1,249.32,1.10,1.20,,,,109.96,,0.40,,,,,
13424,,FC(F)(F)c1c(N=Nc2c(C)[nH]c3c2cccc3)cccc1,303.29,3.70,3.58,,,,79.96,,1.34,,,,0,
13425,,N(Cc1c2c([nH]c1)cccc2)c1ccc(C)cc1,236.32,10.00,,,,,26.63,,1.55,,,,,
13426,,C(Cc1ccccc1)n1c2c(nc1)cc(C)c(C)c2,250.35,,,,,,19.57,,1.42,,,,,
13427,,O=C(N)c1c(/N=C/c2c3c([nH]c2)cccc3)cccc1,263.30,0.40,0.31,,,,112.62,,0.68,,,,0,
13428,,Clc1cc(-c2nn3c(n2)-c2c(N=C3)cccc2)c(OC)cc1,310.74,,,,,,39.77,,2.17,,,,,
13429,,O=C1O/C(=C\c2c3c([nH]c2)cccc3)/c2c1cccc2,261.28,0.90,0.83,,,,75.10,,2.70,,,,0,
13430,,C(=C/c1c2c([nH]c1)ccc(C)c2)\c1[n+](C)c(C)ccc1,263.36,500.00,,,,,76.50,,0.53,,,,,
13431,,Fc1cc2c(/C=C/c3cc[n+](C)cc3)c[nH]c2cc1,253.30,500.00,,,,,70.84,,0.38,,,,,
13432,,Clc1cc2c(/C=C/c3[n+](C)c(C)ccc3)c[nH]c2cc1,283.78,5.60,,,,,72.46,,0.33,,,,,
13433,,Fc1ccc(NCc2c3c([nH]c2)cccc3)cc1,240.28,10.00,,,,,29.01,,0.26,,,,,
13434,,FC(F)(F)c1ccc(/C=C(\C#N)/c2c3c([nH]c2)cccc3)cc1,312.30,0.80,0.73,,,,119.06,,0.74,,,,0,
13435,,C(Cc1c2c([nH]c1)cccc2)c1ncccc1,222.29,8.00,,,,,62.43,,0.40,,,,,
13436,,Fc1ccc(/C=C(\C#N)/c2c3c([nH]c2)cccc3)cc1,262.29,0.60,0.40,,,,116.53,,0.54,,,,0,
13500,,Fc1cc2c(-c3[nH]c4c(c3)cccc4)c[nH]c2cc1,250.28,1.20,,,,,,,,,,,0,
13502,,Brc1cc2[nH]cc(C3Nc4c(ccc(Br)c4)C3)c2cc1,392.09,4.10,,,,,,,,,,,,
13503,,Brc1cc2c(C3Nc4c(cc(Br)cc4)C3)c[nH]c2cc1,392.09,4.50,,,,,,,,,,,,
13504,,Brc1c2c(C3Nc4c(c(Br)ccc4)C3)c[nH]c2ccc1,392.09,2.00,1.69,,,,,,,,,,,
13505,,Cn1c(-c2c3c([nH]c2)cccc3)cc2c1cccc2,246.31,3.40,,,,,,,,,,,,
13506,,CC1(C)C(c2c3c([nH]c2)cccc3)Nc2c1cccc2,262.36,0.10,0.20,,,,,,,,,,0,
13506,,CC1(C)C(c2c3c([nH]c2)cccc3)Nc2c1cccc2,262.36,0.10,0.20,,,,,,,,,,,
13506,,CC1(C)C(c2c3c([nH]c2)cccc3)Nc2c1cccc2,262.36,0.20,0.20,,,,,,,,,,,
13508,,OCCn1c2c(c(C3C(C)(C)c4c(N3)cccc4)c1)cccc2,306.41,4.80,2.70,,,,,,,,,,,
13509,,O(C)c1cc2c([nH]c(-c3c4c([nH]c3)cccc4)c2)cc1,262.31,2.60,3.10,,,,,,,,,,,
13510,,Brc1cc2c(C3C(C)(C)c4c(N3)cccc4)c[nH]c2cc1,341.25,2.50,1.54,,,,,,,,,,,
13511,,Brc1cc2C(C)(C)C(c3c4c([nH]c3)cccc4)Nc2cc1,341.25,3.00,1.90,,,,,,,,,,,
